ticket_volume,deadline_proximity,sleep_quality,complexity,interruptions,eeg_beta,eeg_alpha,eeg_delta,eeg_theta,state_label
2,3,1,2,0,0.7663069357958716,0.17251472974268864,0.3254074430464002,0.03870885257745152,Stressed
2,0,2,1,2,0.36653978856528807,0.5466498613659059,0.6828423904763619,0.6618004766027887,Fatigued
1,3,2,2,0,0.6826868706014633,0.39612766642553754,0.6643058934194908,0.0,Fatigued
2,2,0,1,0,0.634292124917374,0.3105590439453202,0.05225614455978738,0.035794415000264666,Focused
2,1,1,3,3,0.5165829712177743,0.5011029446208597,0.24744309040808266,0.9781455618241265,Distracted
1,0,1,3,0,0.2745420562764525,0.7242849414457779,0.31830927184539676,0.0,Relaxed
0,0,1,1,1,0.008466062974186304,0.9595688874992152,0.2860859693689532,0.3665006845848292,Relaxed
1,0,3,0,2,0.16956054917205535,0.8086307786555827,0.9760662241481579,0.5767572249612009,Fatigued
2,3,1,1,1,0.745678625016796,0.25194153360907334,0.3904068293674083,0.3000246904159562,Stressed
0,0,1,2,3,0.17985714791419072,0.8526923904158874,0.24007657174085775,0.9852718189086871,Distracted
1,1,2,0,3,0.265039179672499,0.7258985412537381,0.6960100017504993,1.0,Fatigued
2,1,3,0,0,0.34959759273648117,0.649493127125256,0.9896340802242846,0.055116566980039194,Fatigued
1,0,2,1,2,0.12771669193266383,0.8334185981865717,0.6342180684929282,0.6747486909040148,Distracted
2,3,1,3,3,0.8327551308307456,0.1814912442381177,0.3828695176208917,0.9248203278113086,Stressed
2,3,2,2,1,0.8420923902647932,0.13355976516876195,0.6392456631527672,0.31481093705788116,Stressed
2,1,1,2,3,0.6120069948358897,0.41115290019982126,0.373981867111575,1.0,Distracted
2,0,1,0,3,0.29503965873020405,0.7506094544839901,0.37675894676481675,1.0,Distracted
2,1,1,2,0,0.5224526163028567,0.4929937206694666,0.2669113098166267,0.048609560859515025,Focused
1,1,1,1,0,0.33101494868519116,0.7011455327273584,0.345259028041944,0.0,Relaxed
1,1,1,1,2,0.3839756147575356,0.5852038487362646,0.4178506950451545,0.7077867563250697,Distracted
2,2,1,3,3,0.7615087821926491,0.34838078465703737,0.35223840536162354,1.0,Stressed
2,0,3,0,0,0.19700605335405197,0.7825250533723803,0.9876844427285222,0.0,Fatigued
3,1,1,1,0,0.5832811078514037,0.41227770004484937,0.32274714048862474,0.029522873532658808,Focused
2,1,2,2,2,0.45583660370341766,0.5321275649519659,0.5984140115410731,0.6583659464256907,Distracted
0,0,0,0,3,0.0,1.0,0.0,1.0,Distracted
1,1,1,1,3,0.3105629561254692,0.6122148286942257,0.32939698428612313,1.0,Distracted
1,0,1,0,0,0.1913170200937357,0.7442049827699512,0.3233370813394373,0.013336764869469199,Relaxed
0,0,1,0,2,0.0974188074167828,0.8916331462890746,0.377829788854553,0.630318297255557,Relaxed
2,3,2,0,2,0.71294788243647,0.2034841180119982,0.7687181776404028,0.6687283317602805,Fatigued
0,0,1,1,1,0.0,1.0,0.2684185804942617,0.3530634759054698,Relaxed
1,1,2,0,0,0.24102381237007753,0.8557374468482146,0.6676780383824494,0.04504387217856609,Fatigued
3,1,1,3,2,0.7882937747716922,0.09542706489051701,0.3898180609781805,0.6979007005665626,Stressed
1,3,2,2,3,0.6001369450163576,0.34302893689127534,0.5909686474917986,1.0,Distracted
1,2,1,1,1,0.5138953814376724,0.41714450858110264,0.31859357471115834,0.30749964379206257,Focused
3,0,1,2,0,0.5972669569332899,0.3872001039454711,0.29986214698869607,0.05532086152147889,Focused
1,0,0,2,3,0.30521240315494585,0.6119000223981141,0.059472572860524965,0.9272489627347679,Distracted
2,2,0,2,2,0.5628223132880151,0.4766583622498823,0.0,0.635330652375573,Focused
2,2,2,0,3,0.594832701101042,0.4173996038233535,0.6592901523084995,1.0,Fatigued
1,0,2,0,2,0.08369151779356437,0.9261996780442502,0.7189908541316482,0.6576930633811041,Fatigued
0,2,0,2,2,0.40616337736596386,0.5717299204748911,0.0,0.7267322812156944,Distracted
2,2,1,3,0,0.751050124268331,0.15809517228183043,0.39802853534461086,0.0,Stressed
1,2,1,2,1,0.5442376769075034,0.49962952328553384,0.4305707019551857,0.40865930965511443,Focused
2,2,1,1,0,0.5670844963112892,0.346046679164677,0.2917904640687546,0.1285068525018532,Focused
1,1,0,3,3,0.42087220462687186,0.5239177606078428,0.0,0.9916086277799496,Distracted
1,1,1,0,0,0.28160898625985215,0.7584152021118674,0.3773885102358814,0.0,Relaxed
1,2,0,2,0,0.4727614769241744,0.5384703389427564,0.034051656331418836,0.021438203743029523,Focused
2,1,2,0,2,0.36685430150693293,0.6693925698675313,0.597397056205055,0.6306690877374189,Relaxed
3,3,2,3,0,1.0,0.0,0.6933479779037366,0.0,Fatigued
2,3,1,3,0,0.8197680454832207,0.16139515873907817,0.2523511177260031,0.0043356113300646515,Stressed
0,1,0,3,2,0.32837236359486044,0.6659817754365752,0.0,0.7535628461445135,Distracted
0,1,1,3,1,0.33986154194423124,0.6130141212706748,0.3025220814259779,0.2850434599655131,Relaxed
1,1,1,0,3,0.3125003858749681,0.7247078490376008,0.26713018835664704,1.0,Distracted
2,0,0,2,2,0.4186261305136289,0.6204656917626835,0.03553347905124122,0.7368927210158556,Distracted
0,2,2,0,2,0.19239904247426243,0.9151236520804701,0.6423518909105026,0.6827210272141009,Distracted
3,3,2,0,2,0.7839128988073467,0.2602911248736335,0.5851077580323887,0.6196861069679266,Stressed
1,0,1,1,0,0.16460985158257999,0.8593597660502373,0.31502292030966234,0.0008401861484272784,Relaxed
3,0,1,3,0,0.5653861724846215,0.39727687414662294,0.32656876520675,0.0331445339789764,Focused
1,1,1,0,1,0.3252392140004,0.6960314157166936,0.3644049208434812,0.25190605175704983,Relaxed
0,3,0,2,2,0.4673597069205658,0.5768085963386642,0.012082072530276015,0.5906302316045008,Focused
2,0,2,2,1,0.4038558363807767,0.6468131110768174,0.670441949003105,0.21585123088231117,Fatigued
3,0,3,0,3,0.3536150484436352,0.6760340795772937,0.9391112545820083,1.0,Fatigued
0,0,1,2,2,0.16147542232119866,0.7767996752301556,0.3071225684789498,0.6237035495667452,Relaxed
0,3,1,3,2,0.6552919265851154,0.352029168497807,0.2426569856732698,0.6823829938435558,Distracted
1,0,1,0,0,0.05807038298287945,0.9761992867321806,0.28231517876527334,0.011877429225919188,Relaxed
1,3,1,1,1,0.668262908080259,0.2989037679113448,0.37066858573321926,0.3912989682645059,Focused
3,1,1,2,3,0.6914523329601482,0.24527116065642257,0.3649234711183738,1.0,Distracted
2,2,1,0,0,0.5297991508829666,0.4462088719362598,0.2911424287117319,0.010349036637431608,Focused
2,2,0,3,2,0.7539071303365767,0.21456372357589246,0.0,0.6512223957636859,Stressed
1,1,1,2,3,0.4168735295738809,0.7242537979477836,0.34778003735590296,0.9989316831107526,Distracted
3,2,1,3,3,0.8669143341929524,0.17722714192660807,0.3578895575972627,0.9473143908830814,Stressed
1,1,1,0,2,0.2683486114671593,0.7054131062740894,0.3097562850817143,0.6575301519983573,Distracted
0,0,2,0,1,0.04845188112541221,0.9297850919165969,0.6525003575004038,0.34471747002049036,Fatigued
2,0,2,0,0,0.2290163664835723,0.702601499681976,0.6327671100533888,0.0,Relaxed
1,1,1,3,2,0.46589435025916226,0.6118647224294422,0.4100846134081431,0.6563271449034356,Distracted
1,0,0,3,1,0.36263674072108076,0.6513196324959625,0.0,0.3719634718606197,Relaxed
3,3,1,0,2,0.7563107204498898,0.2884434230251244,0.3260140329615299,0.6100959211667492,Stressed
2,1,2,0,0,0.3706927273227095,0.6545938270525427,0.5752552001789958,0.0,Relaxed
0,2,2,0,3,0.3899632346077083,0.5230064788855697,0.5814628448678589,0.9903871741986942,Distracted
3,2,0,0,1,0.7422203718964686,0.2866895427355218,0.0,0.36893171467022184,Stressed
0,1,1,2,0,0.2775081858423588,0.7594816486368379,0.43143262764831447,0.0,Relaxed
1,1,1,0,2,0.2112202950644946,0.8130864676772165,0.3060185074195902,0.6143130499487257,Relaxed
2,1,1,1,2,0.3914823957779145,0.6393361245615592,0.3855418788537619,0.6198631751942603,Relaxed
2,3,1,2,1,0.8133103191785589,0.18552163737815647,0.3244613391307474,0.26571634832479585,Stressed
1,1,1,1,0,0.3378035528208237,0.6409280819213727,0.3062178489769819,0.0,Relaxed
2,2,2,3,2,0.8330279308834166,0.08275125503668242,0.6686424588940766,0.6305860603823666,Fatigued
3,0,0,2,2,0.4661355674456583,0.5469795050848228,0.0,0.6121162000508532,Focused
0,3,2,2,0,0.5443707139671767,0.45993133195016994,0.6989143796080154,0.0,Fatigued
2,2,2,0,2,0.5756923448146324,0.4731321776254839,0.6294220961669608,0.6179480345061098,Focused
0,1,1,2,0,0.24208102069019147,0.8084368796899931,0.27871221449965194,0.029714779050616282,Relaxed
0,0,1,2,1,0.15991984443711985,0.9263191627491629,0.3192819084487796,0.3357255316267912,Relaxed
1,2,2,2,0,0.5893608105932998,0.3897810320842186,0.6454318082529376,0.0,Focused
0,2,2,3,3,0.5110354424662068,0.4643370141548886,0.6979997130847558,0.903507782805501,Fatigued
2,0,0,1,1,0.3277502489763124,0.6860762363211911,0.08957266963953643,0.4138430679321314,Relaxed
2,0,3,0,1,0.21278064367817817,0.6911589011682445,0.9486937024442508,0.24590502848684184,Fatigued
3,0,1,3,0,0.5961695411849377,0.39621050999322527,0.40715227091074674,0.009910226206175455,Focused
3,0,1,3,0,0.49763952370283976,0.5133485891421393,0.38154576383760774,0.0,Focused
0,3,1,3,0,0.5772129874843239,0.4278836464253867,0.30699579563224094,0.0,Focused
0,0,1,1,3,0.02923659071374772,1.0,0.3147088493727797,0.9894597504038137,Distracted
1,1,1,1,0,0.3602376457682448,0.6836420151409329,0.4116414746039524,0.0,Relaxed
2,3,0,0,2,0.674506908131757,0.32676710838880363,0.0,0.6003484962493997,Focused
1,2,2,3,0,0.5601904605710504,0.48328652514126597,0.6795445210611596,0.022853449452649,Fatigued
2,1,0,0,3,0.4233387268699493,0.5881663029716359,0.03812292552769207,0.9817241178349226,Distracted
1,0,2,2,1,0.36945428759702037,0.7228555196304896,0.6085613796140205,0.3452992346280309,Relaxed
1,2,1,3,1,0.5455707099940114,0.4774438640290871,0.2788713720125783,0.38340909964986003,Focused
1,3,0,1,0,0.6049755890635568,0.3340775511997134,0.07373437078631472,0.0,Focused
1,3,3,3,2,0.7231937508576447,0.29739274940910876,1.0,0.6646530826482262,Fatigued
2,0,0,2,2,0.4794135705048666,0.5337547890872807,0.0,0.6013961453400916,Focused
1,3,0,1,1,0.6577589656370729,0.39505172084483153,0.0,0.3596278705966845,Focused
3,0,1,2,1,0.5709797975254197,0.41417304661202176,0.277504202006219,0.39855423798504624,Focused
1,3,1,0,3,0.5148544803051757,0.43535138850335986,0.36356441732654005,0.9061494382136088,Distracted
1,2,1,3,1,0.6276069782590981,0.3465221869403046,0.407186350438844,0.35617284089244844,Focused
2,1,0,3,3,0.555277415188457,0.46904729263710354,0.0,1.0,Distracted
1,0,1,2,1,0.15910215892884505,0.7302708619003292,0.22177527449100432,0.39645148059236235,Relaxed
1,2,2,1,1,0.48116227769559916,0.5322181212494862,0.6128304964090152,0.3151442560826001,Focused
2,3,1,2,2,0.8073036287521108,0.13651797562593826,0.31470844100647893,0.7852996382659235,Stressed
1,1,2,2,1,0.3178227514327477,0.6873350343170963,0.6002910485956348,0.2584438661703551,Relaxed
2,2,1,1,1,0.6166306063786618,0.334158272595648,0.3611839734534645,0.2555810709081929,Focused
3,0,2,3,3,0.5527383934014293,0.46001645594814033,0.7063056620553937,0.9705376923319997,Fatigued
2,1,1,1,2,0.43213369299531484,0.5159118310889403,0.38967392639016196,0.7052245724957841,Distracted
1,2,3,2,2,0.4800959691926542,0.5232914806669735,1.0,0.7158311822590386,Fatigued
2,1,1,0,3,0.44509867251901375,0.6285626547289722,0.35267387577466947,1.0,Distracted
1,1,2,1,1,0.35962822419418705,0.6768485457438429,0.6504932706039606,0.38893611962853764,Fatigued
1,0,1,2,0,0.20693492205069436,0.6784812469921819,0.28349872907842255,0.0,Relaxed
3,0,2,1,2,0.4668020287346217,0.4805123318089461,0.6506196869149652,0.7482837251278528,Fatigued
2,0,1,2,2,0.4820132714943422,0.46363809027246317,0.4461479999498957,0.6830682146942758,Distracted
1,3,1,0,2,0.4946965303892311,0.49592173814344387,0.31750559182157495,0.7343557630141274,Distracted
1,3,1,3,2,0.7763485669264616,0.2837041143642528,0.3013442841275258,0.6540487826365805,Stressed
2,1,2,3,0,0.5790788782301759,0.47273847399110885,0.6940479255489023,0.024442130082067734,Fatigued
3,3,2,2,3,0.9637749799337745,0.0,0.6648254377677322,1.0,Fatigued
0,2,1,3,1,0.48677765011074875,0.5945016367514763,0.38763088497550197,0.3501619824661191,Focused
1,3,1,1,0,0.61842339796553,0.43804868102832245,0.36811563195469843,0.0,Focused
2,1,0,2,2,0.4976560069624377,0.46029455482156517,0.01627248491513889,0.6482615878940811,Focused
2,2,1,3,1,0.6855591805666003,0.34877534525538223,0.3345124824031861,0.2825851282490505,Focused
1,0,1,0,3,0.021151950329307834,0.9845372045044554,0.25202469131709715,1.0,Distracted
1,3,1,3,1,0.7585478047482391,0.21809526834999873,0.4398564140871245,0.3276262013384192,Stressed
1,0,3,2,2,0.2870832467506743,0.6767226533830519,1.0,0.6521955028705955,Fatigued
3,0,2,2,0,0.5639040984004802,0.4106767273838403,0.5828059607169621,0.0,Focused
2,1,1,3,1,0.6266091541772804,0.3533281042656328,0.18843613017210067,0.3719809667122358,Focused
1,0,2,2,0,0.326382921132438,0.7429333744375692,0.6373596836189449,0.004998583808084438,Relaxed
0,1,1,0,2,0.2173817201321355,0.8248636011243948,0.3883701753035671,0.6673582853408558,Distracted
2,1,3,0,3,0.3576511972130465,0.6670346200791443,1.0,0.889343126413827,Fatigued
2,3,2,2,1,0.8091359148523077,0.1623645471735538,0.753368174730159,0.33409957943702623,Fatigued
0,1,0,2,1,0.24594369232191488,0.7648171357620944,0.049317524960978,0.29375752927204407,Relaxed
2,2,2,3,3,0.7182747391223382,0.253738140648119,0.7259785012912587,1.0,Fatigued
2,0,1,0,2,0.29185618007742964,0.7183327163479393,0.41288046013545016,0.6461981835629438,Relaxed
0,0,1,0,2,0.07964162086854615,0.9252287315203748,0.2726286202420272,0.673059790137946,Distracted
1,3,1,3,3,0.7756518287560794,0.25230931854488836,0.313238858105567,1.0,Stressed
0,0,1,3,1,0.22170095146596933,0.77597903429588,0.3110184645231523,0.3661363469606046,Relaxed
2,1,0,0,1,0.41722240686099715,0.5230673312766811,0.012351458320999233,0.32390627618898254,Focused
2,1,1,0,0,0.3577179649042168,0.8040036313511812,0.3525247039346582,0.052784387115946796,Relaxed
0,1,0,2,2,0.21905364052225304,0.7313548544692708,0.0,0.5709505949967183,Relaxed
1,2,1,2,1,0.5425058729797999,0.5538225415594767,0.2834312457293664,0.30130695725911266,Focused
2,3,1,1,3,0.7017042770431673,0.29541723024415656,0.28317926593968684,0.9679588088615363,Stressed
3,0,1,1,0,0.537346819992418,0.4594236184934709,0.37763796119801246,0.004498334039539464,Focused
1,3,3,0,1,0.5264974198408482,0.5374235432930984,1.0,0.37678713799289504,Fatigued
0,2,1,0,2,0.2974480712250945,0.7293272686463279,0.3151717148126831,0.6945268482044686,Distracted
2,0,3,1,2,0.4348453451922063,0.5454388794629487,0.9762050219188376,0.5597820521184845,Fatigued
0,0,1,1,0,0.09058776810117172,0.8747485458102859,0.34094964605750616,0.03093249623878,Relaxed
1,3,2,0,1,0.48658060765030686,0.45288771024807556,0.6432005215968657,0.29757635665024906,Focused
1,2,1,2,2,0.6007314357117394,0.2507796886981818,0.3907009369058573,0.6837910393386581,Distracted
1,3,2,3,2,0.6952391463053196,0.29029498780488633,0.6883292387452561,0.7026695192954613,Fatigued
0,0,1,3,2,0.2182699584215339,0.7856590947221459,0.27250890429125085,0.6819007448074921,Distracted
1,1,1,1,2,0.2685238508489254,0.7292964268730933,0.3430401395698886,0.6630634582499099,Distracted
0,0,3,2,3,0.13371898340496316,0.8365437154935832,0.9008389956874188,0.9280697416497958,Fatigued
1,3,1,2,1,0.6974562436621473,0.3382935028789664,0.3285562982484548,0.4319057247128475,Focused
0,3,1,0,0,0.366497892447589,0.6056015983089416,0.25442865192762426,0.0,Relaxed
2,1,2,2,0,0.5105957950535941,0.4799013254764839,0.6776339216919596,0.0,Fatigued
2,3,2,0,0,0.6420068533705142,0.38374863010782145,0.6348602120799853,0.0,Focused
1,0,2,2,1,0.3093217537449258,0.6531443189409233,0.6734976655911509,0.4148794140180431,Fatigued
1,1,1,3,2,0.45751479894544816,0.6077665147288445,0.27493081391930074,0.5530757006129178,Focused
2,0,2,1,3,0.313593219304227,0.7851125475045501,0.5604386842574293,1.0,Distracted
0,0,1,0,0,0.0,0.9769659697486195,0.30667771243320746,0.052896678597962446,Relaxed
2,0,1,1,0,0.3533809070206335,0.5645120753354449,0.45431888457476755,0.0,Relaxed
1,0,2,0,2,0.11913405203418433,0.8874537878207324,0.7628072222928671,0.592809889341253,Fatigued
0,0,2,2,3,0.13722012311138113,0.8409614730407717,0.7074719898338286,1.0,Fatigued
1,2,1,2,2,0.5415502876709493,0.4265788153910253,0.29277852091968204,0.6958658098295745,Distracted
0,2,2,2,2,0.3447890120094136,0.6535893415764469,0.5678593403384642,0.6424747865884336,Relaxed
1,3,1,0,2,0.5177168523569013,0.4402516457905826,0.33613225766556637,0.6860064548201412,Distracted
1,0,1,2,3,0.21521289534153276,0.7988004184562297,0.33140654604076436,0.9698593568646616,Distracted
2,3,1,0,0,0.6612241720722757,0.3025133235224281,0.38882847869134546,0.0,Focused
0,2,1,3,1,0.5354724249429655,0.5180231293385674,0.2371925441719217,0.2791649095537235,Focused
2,3,1,3,0,0.7731769704912477,0.24593341744089764,0.38734709100064846,0.0,Stressed
2,1,2,1,2,0.5219406017931398,0.46728563764217823,0.7031978083507187,0.6161188547893032,Fatigued
0,0,2,3,1,0.1803230172523057,0.7980328732695688,0.7029122216522422,0.37226785983111366,Fatigued
1,0,1,1,2,0.17065764589202093,0.8798668068887997,0.34545570608222725,0.6378655083910737,Relaxed
3,3,1,1,0,0.806093963460864,0.13870071152089003,0.276518690622947,0.0025469640168447774,Stressed
1,1,3,2,3,0.37178636063960546,0.6579280335569192,1.0,1.0,Fatigued
1,3,2,2,0,0.6129008275863205,0.32719047119173544,0.7340229806466945,0.020292271559932865,Fatigued
1,1,0,0,1,0.1712441738059216,0.8205178934342121,0.0,0.347101433435799,Relaxed
2,0,2,0,0,0.18439912491225138,0.9097319230211616,0.617689274058511,0.011449345612071858,Relaxed
1,0,2,0,3,0.12853052148049848,0.8931022704004863,0.6315662076418479,0.9932780676327396,Distracted
1,3,0,2,1,0.6147291430174422,0.457590465839658,0.04158602510345813,0.37219398660576236,Focused
2,3,1,0,2,0.6454588471983073,0.36035964108272517,0.28774969553523166,0.6892450860196907,Distracted
1,2,2,1,2,0.5053904603676089,0.4578128423371016,0.6907314898432568,0.6982905330207686,Fatigued
1,1,2,1,3,0.3003984126057696,0.6394961773398924,0.6481693982080184,1.0,Distracted
2,2,1,1,3,0.623807197050636,0.4015118797549547,0.3386988759883749,1.0,Distracted
1,0,2,3,1,0.2963734435086565,0.676233555214799,0.6910473658830761,0.3233412851011264,Fatigued
0,1,2,0,1,0.16880616056244796,0.8481943248836833,0.6391364921953431,0.353913459029006,Relaxed
2,0,2,1,1,0.3147409704710215,0.6744175212468131,0.632475562121305,0.30089126789023557,Relaxed
0,0,1,0,1,0.0,1.0,0.2698350720914943,0.3450248403674042,Relaxed
0,1,2,1,2,0.2876024485606373,0.6958875438679687,0.6416937100211086,0.6586196971987683,Distracted
1,2,2,3,3,0.6603079229986051,0.28267587858308313,0.6942330174219464,1.0,Fatigued
2,3,2,3,3,0.98196875817337,0.04296970232373458,0.6276903152472063,0.9338301223347043,Stressed
3,0,3,3,2,0.6761821188270233,0.2693328708057742,0.9924828467392014,0.6416629808982826,Fatigued
1,0,2,0,0,0.18797858566805248,0.8119765579922625,0.632421894393624,0.0,Relaxed
1,1,1,0,3,0.2928059442866064,0.7487792082525635,0.3548001287706881,0.9491557977589278,Distracted
3,1,0,3,2,0.7508636857389281,0.30870032219722104,0.03133039040007612,0.6327076703121185,Stressed
1,3,1,2,2,0.6611083423380998,0.32963933701507697,0.377372062517829,0.6979632972409797,Distracted
3,3,2,3,3,0.9906840063956202,0.01235939124061722,0.6200942221342546,1.0,Stressed
2,1,2,3,0,0.6124855542039689,0.3813629338033233,0.613166765775574,0.044443943322001515,Focused
0,2,2,3,3,0.3707439815490876,0.6480211471417617,0.6078029663846474,0.977182861212018,Distracted
2,0,1,2,3,0.3580353792456825,0.6246899876366203,0.31735834401878676,1.0,Distracted
0,3,2,2,3,0.4718135700421382,0.5605194238918748,0.6946104168785071,1.0,Fatigued
0,3,1,0,2,0.41650900078410663,0.5773530417176613,0.3090509006032567,0.7448383956062455,Distracted
1,1,2,0,1,0.2792233882349124,0.7032868465927352,0.667611546095009,0.3707360089405689,Fatigued
0,2,1,0,3,0.26742729563843237,0.834749691606133,0.2792314714594053,1.0,Distracted
3,0,2,3,0,0.5877363006780266,0.39148225060760317,0.664303921830949,0.0,Fatigued
1,1,0,3,0,0.4248879074690528,0.625127348123859,0.0,0.0,Focused
0,3,1,3,2,0.5384612815448698,0.4726578850164023,0.2984386356556766,0.6663693283261165,Distracted
2,1,2,0,1,0.31863280841211483,0.7038072227171583,0.688014069906712,0.27698239574527017,Fatigued
1,1,3,1,1,0.3450579193064139,0.5533963749288459,1.0,0.3235169894967225,Fatigued
1,0,3,2,0,0.29290965270399294,0.6182916171718105,1.0,0.0,Fatigued
1,0,0,0,3,0.0650659675140147,0.9216948066120528,0.009853757118608421,0.9685809626311019,Distracted
0,2,2,3,2,0.4839871780575057,0.4279013177869962,0.6025270948214569,0.62216687005956,Focused
1,0,1,2,1,0.25995429931673364,0.7272088759455634,0.2271424258276601,0.3279430403033306,Relaxed
1,3,1,0,2,0.50098569191919,0.508574053297028,0.43351540154659457,0.6885952903757697,Distracted
1,3,2,2,0,0.6332874389423584,0.3655054524305577,0.7349541093831993,0.0,Fatigued
2,1,2,3,1,0.5832705053275019,0.4640839878278927,0.7529017321608318,0.24769062939144149,Fatigued
1,0,1,2,2,0.27011886499683324,0.6800159170732704,0.33548375012561443,0.6041174232098834,Relaxed
2,0,1,3,1,0.49448485294250705,0.5147704053321736,0.28659891909920954,0.3445962032483811,Focused
1,3,1,1,2,0.5430085864317146,0.38492572610809267,0.33863774026498555,0.6732436071471642,Distracted
3,1,1,2,0,0.7202607875420383,0.25949115694509817,0.4170919084256287,0.0,Stressed
1,0,1,1,1,0.2297544392054601,0.8691866322111305,0.3733774423040901,0.33540579471421933,Relaxed
1,1,0,2,1,0.45906088134177997,0.5526062903100787,0.008364992126922788,0.34201113470766153,Focused
1,0,2,2,2,0.340478747669724,0.6452124602205667,0.6609781439656366,0.6525393238075359,Fatigued
1,1,1,3,2,0.41460251059007364,0.5027099665866873,0.3084810774546285,0.717721359127119,Distracted
1,0,1,2,0,0.35869712544889665,0.6454949030339114,0.3319372807190516,0.03360071009524931,Relaxed
1,1,1,1,1,0.39337755619413156,0.6080659776799591,0.30592759608268066,0.31871137771167085,Relaxed
2,3,2,0,2,0.7439781904692532,0.3045967018312442,0.6759886446160724,0.6827434803507775,Fatigued
2,2,0,3,0,0.7194655746732898,0.2301595191729535,0.0,0.0,Stressed
1,2,2,0,2,0.3838418704703195,0.6014271906746619,0.6630652106413012,0.6964529229371795,Fatigued
1,1,1,3,2,0.5508407179699897,0.554475662752188,0.32068289837412295,0.7210532894976233,Distracted
0,1,1,2,2,0.1952726454263153,0.8295907719225502,0.3397409379860077,0.6983451264327443,Distracted
0,2,2,2,3,0.37134603920747566,0.6342655519852676,0.6980232702042157,1.0,Fatigued
1,0,1,0,1,0.10939175748363794,0.9784112101354353,0.25266537060768796,0.3433411920286422,Relaxed
3,3,1,0,3,0.7522612254160511,0.3069973291220736,0.3708729175179276,0.9145749911282371,Stressed
1,1,2,2,0,0.33933799916486473,0.7480733405266697,0.6365676058354871,0.0,Relaxed
1,3,3,2,3,0.5993539892983325,0.40617490817445834,1.0,0.9865685783159355,Fatigued
1,1,1,1,3,0.34978513066813316,0.6301113434312253,0.22593394524987392,0.9029689807897379,Distracted
1,1,2,3,2,0.4557222319381125,0.6115334820338378,0.6604615137536718,0.6678494011130097,Fatigued
2,1,1,1,0,0.5286222071918267,0.5415073693157033,0.34668953495459376,0.0,Focused
3,1,3,0,2,0.42442608274829485,0.4649324293854511,1.0,0.6696278978338877,Fatigued
1,1,2,1,0,0.3630388595299817,0.6797078910751776,0.7276691607312171,0.02126596885704233,Fatigued
1,0,1,0,0,0.10435226054055612,0.8729094093454541,0.2678433006515729,0.0,Relaxed
1,0,3,1,1,0.16832238607398523,0.8120597541051215,0.9871313826558082,0.25039052686506225,Fatigued
3,1,0,2,0,0.5998405573232997,0.4902672577065328,0.0,0.0799803874172491,Focused
2,3,1,0,0,0.7717349600172179,0.20804360044927195,0.41266408621045214,0.06861869534707686,Stressed
1,1,1,2,3,0.40825860270824016,0.6457344423067461,0.31569916376396406,0.9914535261087626,Distracted
0,0,1,1,2,0.08746923667896006,0.9045982185830008,0.3017547173232658,0.562726373697781,Relaxed
3,1,2,1,3,0.5844232499065038,0.43031760777754424,0.5902842427031183,1.0,Distracted
2,0,2,2,0,0.38253358117228886,0.6150568383740238,0.6980369549870433,0.037037404095846625,Fatigued
1,3,1,2,2,0.6941344852188611,0.24306387621433784,0.32780466379313333,0.5642681422105533,Focused
3,2,3,0,3,0.6987876608497618,0.31090165450585805,0.9684717602412262,0.9642760070133619,Fatigued
1,1,1,1,3,0.34008414639333623,0.6027201181820251,0.3635801427827478,0.8807133309802103,Distracted
1,1,2,3,0,0.49827998429713616,0.4470864956522003,0.6713818572033147,0.1736371994783407,Fatigued
0,1,1,0,2,0.13962171007718732,0.9524569980449041,0.3472339997980525,0.730683551097939,Distracted
1,0,2,1,0,0.1764941757355311,0.7728753381932221,0.6260997769782789,0.0,Relaxed
1,0,0,2,2,0.2796333042952118,0.5901762888621369,0.029078498894994476,0.6962678602728889,Distracted
1,0,3,1,1,0.14743344891058646,0.8703794075681195,1.0,0.31993670568271004,Fatigued
0,2,1,3,0,0.44406364647519725,0.46509386248633744,0.37444484618105967,0.04054098416245373,Focused
1,1,1,1,3,0.32420797516520455,0.555249269878783,0.33878533162269553,0.9777140639151245,Distracted
1,2,2,3,2,0.535973474846946,0.512604060548406,0.6442354909419183,0.6288951031941853,Focused
1,1,2,3,0,0.4512385711393234,0.5615180018010175,0.6725587134630248,0.0,Fatigued
0,3,2,1,2,0.41865996127231514,0.6254798480038198,0.6973934178446359,0.6230073755640447,Fatigued
2,2,2,0,1,0.5112842585100758,0.45940395965795955,0.6891263985784231,0.40574892900325116,Fatigued
1,0,1,0,0,0.14429164854049786,0.8034543084528007,0.36464428467294085,0.006108150055265514,Relaxed
1,1,1,1,3,0.36382897434960576,0.5913115888741932,0.30732492050183957,0.9292916325448135,Distracted
3,1,3,3,3,0.6908321562773462,0.33762523540520195,1.0,0.9625926109020052,Fatigued
2,0,0,2,1,0.3862984620861728,0.577906217906889,0.0,0.3664530893554055,Relaxed
2,2,3,3,1,0.680021739604448,0.3135034905555692,0.9512570888809652,0.4091285725375489,Fatigued
1,3,1,1,1,0.5878023450688058,0.36979260488088056,0.370488971846344,0.36685031083582476,Focused
0,2,1,2,1,0.4253649859984846,0.6615297373544853,0.35816644144028487,0.3128182689386387,Focused
1,1,1,0,1,0.27128198038526646,0.7196567302591862,0.2648630705085344,0.3342552492568007,Relaxed
